lsgi_code_ward_number,lsgi_code,lsgi_name,ward_number,ward_name,elected_representative,district,lsgi_type,winning_party,winning_front,votes,year
B01005_13,B01005,Pothencode,13,Thumpa,V Molly,Thiruvananthapuram,Block Panchayat,INC,UDF,4272,2025
B01005_14,B01005,Pothencode,14,Puthukurichi,Jolly Pathrose,Thiruvananthapuram,Block Panchayat,INC,UDF,5527,2025
B01008_1,B01008,Vamanapuram,1,Vamanapuram,Anilkumar S R,Thiruvananthapuram,Block Panchayat,INC,UDF,3730,2025
B01008_2,B01008,Vamanapuram,2,Kuttimooodu,Girija Vijayan,Thiruvananthapuram,Block Panchayat,INC,UDF,2845,2025
B01008_3,B01008,Vamanapuram,3,Kallara,Aminamol A,Thiruvananthapuram,Block Panchayat,INC,UDF,4186,2025
B01008_4,B01008,Vamanapuram,4,Mithrummala,K S Padmesh,Thiruvananthapuram,Block Panchayat,INC,UDF,3462,2025
B01008_5,B01008,Vamanapuram,5,Pangode,Kanavil Shibu,Thiruvananthapuram,Block Panchayat,INC,UDF,3583,2025
B01008_6,B01008,Vamanapuram,6,Bharathannoor,Sreemani . S,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3426,2025
B01008_7,B01008,Vamanapuram,7,Edinjar,Geetha Priji,Thiruvananthapuram,Block Panchayat,INC,UDF,4460,2025
B01008_8,B01008,Vamanapuram,8,Peringammala,D Raghunadhan Nair,Thiruvananthapuram,Block Panchayat,INC,UDF,4275,2025
B01008_9,B01008,Vamanapuram,9,Palode,T Pradeesh,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3612,2025
B01008_10,B01008,Vamanapuram,10,Nanniyode,G Komalam,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3460,2025
B01008_11,B01008,Vamanapuram,11,Pullampara,K. Ramesan Nair,Thiruvananthapuram,Block Panchayat,INC,UDF,3312,2025
B01008_12,B01008,Vamanapuram,12,Vembayam,A. Noushad,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,4321,2025
B01008_13,B01008,Vamanapuram,13,Pirappancode,R. Rajani,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,4634,2025
B01008_14,B01008,Vamanapuram,14,Koliyacode,Bindhu Pillai I P,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3930,2025
B01008_15,B01008,Vamanapuram,15,Venjaramood,Sandhya C,Thiruvananthapuram,Block Panchayat,INC,UDF,4210,2025
B01008_16,B01008,Vamanapuram,16,Nellanadu,Ardra B.S,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3572,2025
B01011_1,B01011,Varkala,1,Kappil,Krishnakumar,Thiruvananthapuram,Block Panchayat,INC,UDF,3008,2025
B01011_2,B01011,Varkala,2,Elakamon,Smitha Vishnu,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3320,2025
B01011_3,B01011,Varkala,3,Ayiroor,Sency,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2925,2025
B01011_4,B01011,Varkala,4,Palayamkunnu,Sanil Kovoor,Thiruvananthapuram,Block Panchayat,BJP,NDA,2272,2025
B01011_5,B01011,Varkala,5,Muttappalam,Santhosh Kumar,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2652,2025
B01011_6,B01011,Varkala,6,Chemmaruthy,Saseendra. V.,Thiruvananthapuram,Block Panchayat,INC,UDF,2401,2025
B01011_7,B01011,Varkala,7,Ottoor,Smitha Sundaresan,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2797,2025
B01011_8,B01011,Varkala,8,Manamboor,Rajeev Kumar. M. N.,Thiruvananthapuram,Block Panchayat,BJP,NDA,2678,2025
B01011_9,B01011,Varkala,9,Kavalayoor,Salini. G. S,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3028,2025
B01011_10,B01011,Varkala,10,Cherunniyoor,Sanilkumar,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2563,2025
B01011_11,B01011,Varkala,11,Vadasserikkonam,Sudharmini,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2605,2025
B01011_12,B01011,Varkala,12,Vilabhagom,Emily Sadasivan,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,1780,2025
B01011_13,B01011,Varkala,13,Vettoor,A. K. Asad,Thiruvananthapuram,Block Panchayat,INC,UDF,2988,2025
B01011_14,B01011,Varkala,14,Edava,M. Safeerkutti,Thiruvananthapuram,Block Panchayat,CPI,LDF,2969,2025
B01006_1,B01006,Vellanad,1,Vithura,V B  Reshma,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,4025,2025
B01006_2,B01006,Vellanad,2,Anappara,Vishnu Anappara,Thiruvananthapuram,Block Panchayat,INC,UDF,3964,2025
B01006_3,B01006,Vellanad,3,Parandode,Nisha Sajikumar,Thiruvananthapuram,Block Panchayat,INC,UDF,3914,2025
B01006_4,B01006,Vellanad,4,Aryanad,Prasanna Kumari,Thiruvananthapuram,Block Panchayat,CPI,LDF,4190,2025
B01006_5,B01006,Vellanad,5,Kuttichal,M. Jiji,Thiruvananthapuram,Block Panchayat,INC,UDF,4123,2025
B01006_6,B01006,Vellanad,6,Pezhummoodu,T. Sunilkumar,Thiruvananthapuram,Block Panchayat,INC,UDF,3938,2025
B01006_7,B01006,Vellanad,7,Veeranakavu,K. Ramachandran,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3499,2025
B01006_8,B01006,Vellanad,8,Amachal,K V Syam,Thiruvananthapuram,Block Panchayat,INC,UDF,3293,2025
B01006_9,B01006,Vellanad,9,Kattakada,Adv. Anushma  Basheer,Thiruvananthapuram,Block Panchayat,INC,UDF,3297,2025
B01006_10,B01006,Vellanad,10,Killi,Vijayakumar S,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3836,2025
B01006_11,B01006,Vellanad,11,Poovachal,G. Rajeev,Thiruvananthapuram,Block Panchayat,CPI,LDF,4116,2025
B01006_12,B01006,Vellanad,12,Uriyacodu,Sheeja,Thiruvananthapuram,Block Panchayat,INC,UDF,5002,2025
B01006_13,B01006,Vellanad,13,Changa,Dhanya L,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3445,2025
B01006_14,B01006,Vellanad,14,Vellanadu,S. Kuttappan,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3629,2025
B01006_15,B01006,Vellanad,15,Kulappada,Babida,Thiruvananthapuram,Block Panchayat,INC,UDF,3154,2025
B01006_16,B01006,Vellanad,16,Chakrapanipuram,Adv. Leedha Kannan,Thiruvananthapuram,Block Panchayat,CPI,LDF,3807,2025
B01006_17,B01006,Vellanad,17,Tholicode,Cheruvakkonam Sathyan,Thiruvananthapuram,Block Panchayat,INC,UDF,4899,2025
B08085_1,B08085,Anthikkad,1,Palazhy,P.K. Krishnan,Thrissur,Block Panchayat,CPI,LDF,3442,2025
B08085_2,B08085,Anthikkad,2,Manalur,Kavya Prashobh,Thrissur,Block Panchayat,CPI(M),LDF,2650,2025
B08085_3,B08085,Anthikkad,3,Arimbur,Subhash Arimbur,Thrissur,Block Panchayat,INC,UDF,3268,2025
B08085_4,B08085,Anthikkad,4,Veluthur,Neethu Shiju,Thrissur,Block Panchayat,CPI(M),LDF,2976,2025
B08085_5,B08085,Anthikkad,5,Eravu,N.C.  Satheesh,Thrissur,Block Panchayat,CPI(M),LDF,2950,2025
B08085_6,B08085,Anthikkad,6,Anthikkad,Jyothi Lakshmi Vasanthan,Thrissur,Block Panchayat,CPI,LDF,2305,2025
B08085_7,B08085,Anthikkad,7,Chazhur,V.R. Biju,Thrissur,Block Panchayat,CPI(M),LDF,3810,2025
B08085_8,B08085,Anthikkad,8,Chirakkal,Rincy Nazar,Thrissur,Block Panchayat,CPI,LDF,2749,2025
B08085_9,B08085,Anthikkad,9,Pazhuvil,Vinitha Benny,Thrissur,Block Panchayat,CPI,LDF,3205,2025
B08085_10,B08085,Anthikkad,10,Thanniam,Sijo Pulikkottil,Thrissur,Block Panchayat,CPI(M),LDF,3842,2025
B08085_11,B08085,Anthikkad,11,Kizhakkumuri,M.V. Suresh,Thrissur,Block Panchayat,CPI,LDF,2333,2025
B08085_12,B08085,Anthikkad,12,Vadakkumuri,Maya.T.B,Thrissur,Block Panchayat,CPI(M),LDF,3185,2025
B08085_13,B08085,Anthikkad,13,Muttichur,Menaka Teacher,Thrissur,Block Panchayat,CPI(M),LDF,2743,2025
B08085_14,B08085,Anthikkad,14,Mangattukara,K.K. Prakashan,Thrissur,Block Panchayat,INC,UDF,2634,2025
B08091_1,B08091,Chalakudy,1,Elinjipra,Sunil K Menon,Thrissur,Block Panchayat,INC,UDF,3242,2025
B08091_2,B08091,Chalakudy,2,Chattikulam,Asha Joison Kokkatt,Thrissur,Block Panchayat,INC,UDF,3216,2025
B08091_3,B08091,Chalakudy,3,Kuttichira,Omana Ravi,Thrissur,Block Panchayat,INC,UDF,3962,2025
B08091_4,B08091,Chalakudy,4,Athirappilly,K K Rijesh,Thrissur,Block Panchayat,CPI(M),LDF,2584,2025
B08091_5,B08091,Chalakudy,5,Kanjirappilly,Priya Vinayan,Thrissur,Block Panchayat,INC,UDF,3753,2025
B08091_6,B08091,Chalakudy,6,Pushpagiri,Soumya Shibu,Thrissur,Block Panchayat,CPI(M),LDF,2879,2025
B08091_7,B08091,Chalakudy,7,Palappilly,Jini Davis,Thrissur,Block Panchayat,INC,UDF,2628,2025
B08091_8,B08091,Chalakudy,8,Chirangara,Lijo Jose,Thrissur,Block Panchayat,CPI(M),LDF,3185,2025
B08091_9,B08091,Chalakudy,9,Koratty,Sachin Raj,Thrissur,Block Panchayat,INC,UDF,2318,2025
B08091_10,B08091,Chalakudy,10,Kulayidam,Liji Anilkumar,Thrissur,Block Panchayat,INC,UDF,3935,2025
B08091_11,B08091,Chalakudy,11,Vynthala,M D Varghese,Thrissur,Block Panchayat,INC,UDF,3237,2025
B08091_12,B08091,Chalakudy,12,Annanad,M R Raveendran,Thrissur,Block Panchayat,CPI(M),LDF,2900,2025
B08091_13,B08091,Chalakudy,13,Melur,Jancy Paulose,Thrissur,Block Panchayat,INC,UDF,3629,2025
B08091_14,B08091,Chalakudy,14,Kuttikad,Shaju Vallathukaran,Thrissur,Block Panchayat,INC,UDF,4075,2025
B08076_1,B08076,Chavakkad,1,Andathodu,Lathika Thulasidas,Thrissur,Block Panchayat,CPI,LDF,2709,2025
B08076_2,B08076,Chavakkad,2,Thrippattu,V Appumash,Thrissur,Block Panchayat,CPI(M),LDF,2687,2025
B08076_3,B08076,Chavakkad,3,Althara,Aboobakkar Kunnamkattayil,Thrissur,Block Panchayat,INC,UDF,2206,2025
B08076_4,B08076,Chavakkad,4,Kochannur,Shanitha Abdul Kareem,Thrissur,Block Panchayat,INC,UDF,2860,2025
B08076_5,B08076,Chavakkad,5,Nayarangadi,Prabeena Sathyan,Thrissur,Block Panchayat,INC,UDF,2949,2025
B08076_6,B08076,Chavakkad,6,Vylathur,Mary M J,Thrissur,Block Panchayat,INC,UDF,2774,2025
B08076_7,B08076,Chavakkad,7,Thangalppadi,K J Chacko,Thrissur,Block Panchayat,INC,UDF,2794,2025
B08076_8,B08076,Chavakkad,8,Vattekkad,V M Sahid,Thrissur,Block Panchayat,IUML,UDF,2743,2025
B08076_9,B08076,Chavakkad,9,Anchangadi,R K Ismayil,Thrissur,Block Panchayat,IUML,UDF,3873,2025
B08076_10,B08076,Chavakkad,10,Irattappuzha,C V Muraleedharan,Thrissur,Block Panchayat,INC,UDF,2592,2025
B08076_11,B08076,Chavakkad,11,Edakazhiyur,M K Shaharban,Thrissur,Block Panchayat,IUML,UDF,4002,2025
B08076_12,B08076,Chavakkad,12,Ottayini,Safeena Najeeb,Thrissur,Block Panchayat,INC,UDF,3416,2025
B08076_13,B08076,Chavakkad,13,Edakkara,Shibu K K,Thrissur,Block Panchayat,INC,UDF,3140,2025
B08076_14,B08076,Chavakkad,14,Mannalamkunnu,Subaida Palakkal,Thrissur,Block Panchayat,INC,UDF,3922,2025
B08086_1,B08086,Cherpu,1,Kodannur,Juby Mathew,Thrissur,Block Panchayat,INC,UDF,2061,2025
B08086_2,B08086,Cherpu,2,Venginissery,Pradeep Panaparambil,Thrissur,Block Panchayat,BJP,NDA,1683,2025
B08086_3,B08086,Cherpu,3,Palissery,Resmi Baiju,Thrissur,Block Panchayat,INC,UDF,1824,2025
B08086_4,B08086,Cherpu,4,Perinchery,Sukanya Jinish,Thrissur,Block Panchayat,INC,UDF,1779,2025
B08086_5,B08086,Cherpu,5,Avinissery,P M Bharathan,Thrissur,Block Panchayat,CPI(M),LDF,1773,2025
B08086_6,B08086,Cherpu,6,Vallachira,Rajesh Vallachira,Thrissur,Block Panchayat,CPI(M),LDF,2071,2025
B08086_7,B08086,Cherpu,7,Chathakudam,Jayasankar,Thrissur,Block Panchayat,CPI(M),LDF,2131,2025
B08086_8,B08086,Cherpu,8,Arattupuzha,Latha Gopinath,Thrissur,Block Panchayat,BJP,NDA,1952,2025
B08086_9,B08086,Cherpu,9,Ettumuna,Shakkeela Ameer,Thrissur,Block Panchayat,CPI(M),LDF,2206,2025
B08086_10,B08086,Cherpu,10,Urakam,Prajith K B,Thrissur,Block Panchayat,CPI(M),LDF,2324,2025
B08086_11,B08086,Cherpu,11,Cherpu,Cini Pradeep,Thrissur,Block Panchayat,INC,UDF,2178,2025
B08086_12,B08086,Cherpu,12,Chevoor,Leena Jose,Thrissur,Block Panchayat,INC,UDF,2296,2025
B08086_13,B08086,Cherpu,13,Ammadam,Sebi Joseph Pellissery,Thrissur,Block Panchayat,CPI(M),LDF,2009,2025
B08086_14,B08086,Cherpu,14,Pallipuram,Mini Vinayan,Thrissur,Block Panchayat,CPI(M),LDF,2200,2025
B08077_1,B08077,Chowannur,1,Kattakampal,Sandhya,Thrissur,Block Panchayat,CPI(M),LDF,4483,2025
B08077_2,B08077,Chowannur,2,Kadavallur,Prajith Kumar,Thrissur,Block Panchayat,CPI(M),LDF,4241,2025
B08077_3,B08077,Chowannur,3,Perumpilavu,Ramshiya,Thrissur,Block Panchayat,CPI(M),LDF,4246,2025
B08077_4,B08077,Chowannur,4,Thippilassery,Ghosh,Thrissur,Block Panchayat,CPI(M),LDF,4120,2025
B08077_5,B08077,Chowannur,5,Kadangode,Jamsheera,Thrissur,Block Panchayat,CPI(M),LDF,4177,2025
B08077_6,B08077,Chowannur,6,Pannithadam,Simi K R,Thrissur,Block Panchayat,CPI(M),LDF,4382,2025
B08077_7,B08077,Chowannur,7,Vellarakkad,Anto,Thrissur,Block Panchayat,INC,UDF,3916,2025
B08077_8,B08077,Chowannur,8,Thayyur,Manjusha (Manju Teacher),Thrissur,Block Panchayat,INC,UDF,3481,2025
B08077_9,B08077,Chowannur,9,Velur,Abdul Rasheed,Thrissur,Block Panchayat,CPI(M),LDF,3611,2025
B08077_10,B08077,Chowannur,10,Kechery,Rema Velayudhan,Thrissur,Block Panchayat,CPI(M),LDF,4534,2025
B08077_11,B08077,Chowannur,11,Mattom,Prasad (Sivan Vaka),Thrissur,Block Panchayat,CPI,LDF,3754,2025
B08077_12,B08077,Chowannur,12,Kandanassery,Pramitha Sajeevan,Thrissur,Block Panchayat,CPI(M),LDF,4091,2025
B08077_13,B08077,Chowannur,13,Choondal,K. S. Jini,Thrissur,Block Panchayat,NCPSCP,LDF,3617,2025
B08077_14,B08077,Chowannur,14,Chowannur,Bibin Kannan,Thrissur,Block Panchayat,CPI(M),LDF,3982,2025
B08077_15,B08077,Chowannur,15,Porkulam,C. G. Raghunathan,Thrissur,Block Panchayat,CPI(M),LDF,4426,2025
B08077_16,B08077,Chowannur,16,Pazhanji,Vijaya Gopi,Thrissur,Block Panchayat,INC,UDF,3636,2025
B08088_1,B08088,Irinjalakuda,1,Karanchira,Ambuja Rajan,Thrissur,Block Panchayat,INC,UDF,1689,2025
B08088_2,B08088,Irinjalakuda,2,Karalam,Praseena Sajayan Poyyara,Thrissur,Block Panchayat,CPI,LDF,2095,2025
B08088_3,B08088,Irinjalakuda,3,Thottippal,Nimisha Sreenivasan,Thrissur,Block Panchayat,CPI,LDF,2232,2025
B08088_4,B08088,Irinjalakuda,4,Parappukkara,Sureshbabu,Thrissur,Block Panchayat,CPI(M),LDF,2016,2025
B08088_5,B08088,Irinjalakuda,5,Nellayi,P D Nelson,Thrissur,Block Panchayat,CPI(M),LDF,1601,2025
B08088_6,B08088,Irinjalakuda,6,Alathur,K Rajesh,Thrissur,Block Panchayat,CPI(M),LDF,2353,2025
B08088_7,B08088,Irinjalakuda,7,Parekkattukara,T G Sankaranarayanan,Thrissur,Block Panchayat,CPI(M),LDF,2251,2025
B08088_8,B08088,Irinjalakuda,8,Muriyad,K U Vijayan,Thrissur,Block Panchayat,CPI(M),LDF,2713,2025
B08088_9,B08088,Irinjalakuda,9,Kappara,Mani Sajayan,Thrissur,Block Panchayat,CPI(M),LDF,2225,2025
B08088_10,B08088,Irinjalakuda,10,Pullur,Bindhu Varkey,Thrissur,Block Panchayat,INC,UDF,2071,2025
B08088_11,B08088,Irinjalakuda,11,Kizhuthani,Vrinda Ajithkumar (Veena),Thrissur,Block Panchayat,CPI(M),LDF,2069,2025
B08088_12,B08088,Irinjalakuda,12,Vellani,Ajayan Tharayil,Thrissur,Block Panchayat,BJP,NDA,1747,2025
B08088_13,B08088,Irinjalakuda,13,Thanissery,Rajani Nandakumar,Thrissur,Block Panchayat,CPI(M),LDF,1642,2025
B08088_14,B08088,Irinjalakuda,14,Kattur,N B Pavithran,Thrissur,Block Panchayat,CPI(M),LDF,1957,2025
B08087_1,B08087,Kodakara,1,Thalore,Sindhu Subramanian,Thrissur,Block Panchayat,CPI(M),LDF,3627,2025
B08087_2,B08087,Kodakara,2,Thrikkur,Amrithavalli,Thrissur,Block Panchayat,CPI(M),LDF,3657,2025
B08087_3,B08087,Kodakara,3,Kallur,Jeron John( Jomon),Thrissur,Block Panchayat,INC,UDF,4696,2025
B08087_4,B08087,Kodakara,4,Palappilly,Favas K S,Thrissur,Block Panchayat,CPI(M),LDF,4223,2025
B08087_5,B08087,Kodakara,5,Pallikunnu,Reji George,Thrissur,Block Panchayat,INC,UDF,3898,2025
B08087_6,B08087,Kodakara,6,Varandarappilly,Binoy Njerinjamppilli,Thrissur,Block Panchayat,CPI,LDF,4009,2025
B08087_7,B08087,Kodakara,7,Mupliyam,P C Subran,Thrissur,Block Panchayat,CPI(M),LDF,3114,2025
B08087_8,B08087,Kodakara,8,Kodali,Savitha  Janan,Thrissur,Block Panchayat,CPI(M),LDF,3996,2025
B08087_9,B08087,Kodakara,9,Vellikkulangara,Praveen Mash,Thrissur,Block Panchayat,INC,UDF,3737,2025
B08087_10,B08087,Kodakara,10,Mattathur,Aswathy Vibi,Thrissur,Block Panchayat,CPI(M),LDF,5191,2025
B08087_11,B08087,Kodakara,11,Perambra,Justin Ponminissery,Thrissur,Block Panchayat,INC,UDF,3643,2025
B08087_12,B08087,Kodakara,12,Kodakara,Swapna Sathyan,Thrissur,Block Panchayat,CPI(M),LDF,4885,2025
B08087_13,B08087,Kodakara,13,Snehapuram,Shaju Kaliyenkara,Thrissur,Block Panchayat,INC,UDF,4204,2025
B08087_14,B08087,Kodakara,14,Alagappanagar,Dhinil P S,Thrissur,Block Panchayat,INC,UDF,3835,2025
B08087_15,B08087,Kodakara,15,Amballur,C K Bindu Teacher,Thrissur,Block Panchayat,CPI,LDF,4028,2025
B08087_16,B08087,Kodakara,16,Pudukkad,Shinta Sanoj,Thrissur,Block Panchayat,CPI(M),LDF,3945,2025
B08090_1,B08090,Mala,1,Kallettumkara,K V Raju,Thrissur,Block Panchayat,INC,UDF,3783,2025
B08090_2,B08090,Mala,2,Aloor,Baiju Edathadan,Thrissur,Block Panchayat,INC,UDF,3574,2025
B08090_3,B08090,Mala,3,Kaaroor,Dency Denpaul,Thrissur,Block Panchayat,INC,UDF,3357,2025
B08090_4,B08090,Mala,4,Ambazhakadu,Bindhu Rappai,Thrissur,Block Panchayat,INC,UDF,3181,2025
B08090_5,B08090,Mala,5,Alathoor,Dhanya Devadas,Thrissur,Block Panchayat,INC,UDF,3540,2025
B08090_6,B08090,Mala,6,Annamanada,Fathima Nisar,Thrissur,Block Panchayat,IUML,UDF,3616,2025
B08090_7,B08090,Mala,7,Palissery,K A Baiju,Thrissur,Block Panchayat,CPI(M),LDF,3357,2025
B08090_8,B08090,Mala,8,Kundur,Kesavankutty  E.,Thrissur,Block Panchayat,INC,UDF,2559,2025
B08090_9,B08090,Mala,9,Kuzhur,Paulson Kodiyan,Thrissur,Block Panchayat,INC,UDF,2954,2025
B08090_10,B08090,Mala,10,Pooppathi,Baiju Thomas Parekkatt,Thrissur,Block Panchayat,CPI,LDF,2785,2025
B08090_11,B08090,Mala,11,Poyya,Subhashini Rajeev,Thrissur,Block Panchayat,INC,UDF,2619,2025
B08090_12,B08090,Mala,12,Mala,Selin Teacher,Thrissur,Block Panchayat,INC,UDF,3624,2025
B08090_13,B08090,Mala,13,Ashtamichira,Sindhu Ashok,Thrissur,Block Panchayat,CPI(M),LDF,2694,2025
B08090_14,B08090,Mala,14,Kombodinjamakkal,Dharmarajan C K,Thrissur,Block Panchayat,INC,UDF,3078,2025
B08084_1,B08084,Mathilakam,1,Chenthrappinni,Sreedevi,Thrissur,Block Panchayat,CPI(M),LDF,4020,2025
B08084_2,B08084,Mathilakam,2,Edathiruthy,Hari,Thrissur,Block Panchayat,CPI(M),LDF,3549,2025
B08084_3,B08084,Mathilakam,3,Chalingad,Fathima,Thrissur,Block Panchayat,INC,UDF,4375,2025
B08084_4,B08084,Mathilakam,4,Kaipamangalam,Prajinaban,Thrissur,Block Panchayat,CPI(M),LDF,3838,2025
B08084_5,B08084,Mathilakam,5,Perinjanam,Sujatha,Thrissur,Block Panchayat,CPI(M),LDF,3302,2025
B08084_6,B08084,Mathilakam,6,Mathilakam,Niyas,Thrissur,Block Panchayat,CPI(M),LDF,4253,2025
B08084_7,B08084,Mathilakam,7,Pozhangavu,Venu,Thrissur,Block Panchayat,CPI(M),LDF,5382,2025
B08084_8,B08084,Mathilakam,8,Sreenarayanapuram,Rameshbabu,Thrissur,Block Panchayat,CPI(M),LDF,4541,2025
B08084_9,B08084,Mathilakam,9,Edavilangu,Surendran,Thrissur,Block Panchayat,CPI(M),LDF,4343,2025
B08084_10,B08084,Mathilakam,10,Athani,Shihab K A,Thrissur,Block Panchayat,CPI,LDF,4564,2025
B08084_11,B08084,Mathilakam,11,Azhikode,Shameem,Thrissur,Block Panchayat,CPI(M),LDF,4148,2025
B08084_12,B08084,Mathilakam,12,Eriyad,Snehalatha,Thrissur,Block Panchayat,CPI(M),LDF,5125,2025
B08084_13,B08084,Mathilakam,13,Padinjare Vemballur,Kannan,Thrissur,Block Panchayat,BJP,NDA,3174,2025
B08084_14,B08084,Mathilakam,14,Koolimuttam,Rafeek,Thrissur,Block Panchayat,CPI,LDF,4183,2025
B08084_15,B08084,Mathilakam,15,Kadappuram,Sheeba,Thrissur,Block Panchayat,CPI(M),LDF,3953,2025
B08084_16,B08084,Mathilakam,16,Koorikkuzhi,Sheeba P G,Thrissur,Block Panchayat,INC,UDF,4313,2025
B08082_1,B08082,Mullassery,1,Maruthayoor,Anilkumar M.K,Thrissur,Block Panchayat,IND,OTH,1425,2025
B08082_2,B08082,Mullassery,2,Manapady,Sreeja Shaji,Thrissur,Block Panchayat,INC,UDF,1817,2025
B08082_3,B08082,Mullassery,3,Chittattukara,K.T. Limson,Thrissur,Block Panchayat,INC,UDF,1892,2025
B08082_4,B08082,Mullassery,4,Vaka,T.N.Lenin,Thrissur,Block Panchayat,CPI(M),LDF,2342,2025
B08082_5,B08082,Mullassery,5,Thamarappilly,Ashik Valiyakath,Thrissur,Block Panchayat,CPI(M),LDF,2186,2025
B08082_6,B08082,Mullassery,6,Puvathur,V.K. Surendran,Thrissur,Block Panchayat,CPI(M),LDF,2075,2025
B08082_7,B08082,Mullassery,7,Annakara,Bindhu Sathyan,Thrissur,Block Panchayat,CPI(M),LDF,1936,2025
B08082_8,B08082,Mullassery,8,Thanaveedhi,M G Rajeesh,Thrissur,Block Panchayat,CPI,LDF,1228,2025
B08082_9,B08082,Mullassery,9,Kannoth,Prameela Teacher,Thrissur,Block Panchayat,CPI,LDF,1413,2025
B08082_10,B08082,Mullassery,10,Karuvanthala,Liji Roy,Thrissur,Block Panchayat,INC,UDF,1973,2025
B08082_11,B08082,Mullassery,11,Venkitangu,Klamant Francis,Thrissur,Block Panchayat,INC,UDF,1736,2025
B08082_12,B08082,Mullassery,12,Padoor,Rasiya Ibrahim,Thrissur,Block Panchayat,IUML,UDF,2599,2025
B08082_13,B08082,Mullassery,13,Thirunallur,Fijina A.A.,Thrissur,Block Panchayat,IUML,UDF,1628,2025
B08082_14,B08082,Mullassery,14,Peringad,Naseema Haris,Thrissur,Block Panchayat,INC,UDF,1974,2025
B08080_1,B08080,Ollukkara,1,Kattilapoovam,Jaimi,Thrissur,Block Panchayat,CPI(M),LDF,3987,2025
B08080_2,B08080,Ollukkara,2,Pananchery,Aboobakkar,Thrissur,Block Panchayat,CPI,LDF,2924,2025
B08080_3,B08080,Ollukkara,3,Mailatumpara,Mini,Thrissur,Block Panchayat,INC,UDF,2856,2025
B08080_4,B08080,Ollukkara,4,Peechi,Mathew Nainan,Thrissur,Block Panchayat,CPI(M),LDF,3684,2025
B08080_5,B08080,Ollukkara,5,Marottichal,Sreenivasan,Thrissur,Block Panchayat,INC,UDF,3211,2025
B08080_6,B08080,Ollukkara,6,Valakkavu,Abhilash.K.C,Thrissur,Block Panchayat,INC,UDF,3547,2025
B08080_7,B08080,Ollukkara,7,Vettukadu,Mini,Thrissur,Block Panchayat,CPI(M),LDF,2987,2025
B08080_8,B08080,Ollukkara,8,Puthur,Akhil P S,Thrissur,Block Panchayat,CPI,LDF,3160,2025
B08080_9,B08080,Ollukkara,9,Iravimangalam,Bindhu,Thrissur,Block Panchayat,INC,UDF,3153,2025
B08080_10,B08080,Ollukkara,10,Marathakkara,Princy,Thrissur,Block Panchayat,INC,UDF,3052,2025
B08080_11,B08080,Ollukkara,11,Moorkanikkara,Geetha,Thrissur,Block Panchayat,CPI(M),LDF,3072,2025
B08080_12,B08080,Ollukkara,12,Mulayam,Sreevidya Rajesh,Thrissur,Block Panchayat,CPI(M),LDF,3403,2025
B08080_13,B08080,Ollukkara,13,Kottepadam,Raji  Garija,Thrissur,Block Panchayat,CPI(M),LDF,3255,2025
B08080_14,B08080,Ollukkara,14,Madakkathara,Sureshbabu,Thrissur,Block Panchayat,CPI(M),LDF,4100,2025
B08079_1,B08079,Pazhayannur,1,Vallathole Nagar,Anil K P,Thrissur,Block Panchayat,CPI(M),LDF,4001,2025
B08079_2,B08079,Pazhayannur,2,Painkulam,P R Ashok Kumar,Thrissur,Block Panchayat,CPI(M),LDF,4392,2025
B08079_3,B08079,Pazhayannur,3,Mayannur,P Prasanthi,Thrissur,Block Panchayat,CPI(M),LDF,2862,2025
B08079_4,B08079,Pazhayannur,4,Kaniyarkode,Smitha Sukumaran,Thrissur,Block Panchayat,BJP,NDA,2809,2025
B08079_5,B08079,Pazhayannur,5,Pampady,Jayanthi V T,Thrissur,Block Panchayat,CPI(M),LDF,2681,2025
B08079_6,B08079,Pazhayannur,6,Thiruvilwamala,Radhakrishnan,Thrissur,Block Panchayat,CPI,LDF,2676,2025
B08079_7,B08079,Pazhayannur,7,Kallepadam,Devika Rajendran,Thrissur,Block Panchayat,CPI(M),LDF,3262,2025
B08079_8,B08079,Pazhayannur,8,Elanad,P V Vinu,Thrissur,Block Panchayat,CPI(M),LDF,4082,2025
B08079_9,B08079,Pazhayannur,9,Pazhayannur,K M Asiss,Thrissur,Block Panchayat,CPI(M),LDF,2895,2025
